reaction_id,pathway,cohens_d,p_value,adjusted_pval,significant,pathway_direction,pathway_median_d,genes,n_genes,reaction_name,ec_number,comparison
306,Glycerolipid metabolism,-1.6370853105126162,0.004928710310841708,0.017784931670419633,True,Mature_CD8SP,-1.6370853105126162,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Late_vs_Mature_CD8SP
307,Glycerolipid metabolism,-1.6370853105127448,0.0049287103108391316,0.017784931670419633,True,Mature_CD8SP,-1.6370853105126162,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Late_vs_Mature_CD8SP
308,Glycerolipid metabolism,-1.6370853105127448,0.0049287103108391316,0.017784931670419633,True,Mature_CD8SP,-1.6370853105126162,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Late_vs_Mature_CD8SP
309,Glycerolipid metabolism,-1.6404556494893026,0.0048697201812360055,0.017784931670419633,True,Mature_CD8SP,-1.6370853105126162,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Late_vs_Mature_CD8SP
310,Glycerolipid metabolism,-1.6370853105126162,0.004928710310841708,0.017784931670419633,True,Mature_CD8SP,-1.6370853105126162,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Late_vs_Mature_CD8SP
311,Glycerolipid metabolism,-1.6370853105126162,0.004928710310841708,0.017784931670419633,True,Mature_CD8SP,-1.6370853105126162,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Late_vs_Mature_CD8SP
312,Glycerolipid metabolism,-1.6370853105126177,0.0049287103108420615,0.017784931670419633,True,Mature_CD8SP,-1.6370853105126162,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Late_vs_Mature_CD8SP
313,Glycerolipid metabolism,-1.6370853105126162,0.004928710310841708,0.017784931670419633,True,Mature_CD8SP,-1.6370853105126162,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Late_vs_Mature_CD8SP
314,Glycerolipid metabolism,-1.6370853105126162,0.004928710310841708,0.017784931670419633,True,Mature_CD8SP,-1.6370853105126162,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Late_vs_Mature_CD8SP
315,Glycerolipid metabolism,-1.6370853105126162,0.004928710310841708,0.017784931670419633,True,Mature_CD8SP,-1.6370853105126162,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Late_vs_Mature_CD8SP
316,Glycerophospholipid metabolism,-1.44916541674022,0.014545096559160312,0.03032033669008838,True,Mature_CD8SP,-1.4991821211136775,Gpam; Gpat2; Gpat3; Gpat4,4,acyl-CoA:sn-glycerol-3-phosphate 1-O-acyltransferase,2.3.1.15,Late_vs_Mature_CD8SP
317,Glycerophospholipid metabolism,-1.44916541674022,0.014545096559160312,0.03032033669008838,True,Mature_CD8SP,-1.4991821211136775,Abhd5; Agpat1; Agpat2; Agpat3; Agpat4; Agpat5; Lclat1; Mboat1; Mboat2,9,acyl-CoA:1-acyl-sn-glycerol-3-phosphate 2-O-acyltransferase,2.3.1.51,Late_vs_Mature_CD8SP
318,Glycerophospholipid metabolism,-1.44916541674022,0.014545096559160312,0.03032033669008838,True,Mature_CD8SP,-1.4991821211136775,Cds1; Cds2,2,No name available,2.7.7.41,Late_vs_Mature_CD8SP
319,Glycerophospholipid metabolism,-1.4096438333813273,0.01648188591805795,0.03374819664864246,True,Mature_CD8SP,-1.4991821211136775,Pgs1,1,No name available,2.7.8.5,Late_vs_Mature_CD8SP
320,Glycerophospholipid metabolism,-1.410105582460207,0.01645550838682173,0.03369876856912303,True,Mature_CD8SP,-1.4991821211136775,,0,No name available,3.1.3.27,Late_vs_Mature_CD8SP
321,Glycerophospholipid metabolism,-1.676727652217777,0.004890391293750024,0.017784931670419633,True,Mature_CD8SP,-1.4991821211136775,Crls1,1,CDP-diacylglycerol:phosphatidylglycerol 3-phosphatidyltransferase,2.7.8.-,Late_vs_Mature_CD8SP
322,Glycerolipid metabolism,-1.8526480842932118,0.0020733797363269206,0.01288947663124501,True,Mature_CD8SP,-1.6370853105126162,Abhd5; Agpat1; Agpat2; Agpat3; Agpat4; Agpat5; Lclat1; Mboat1; Mboat2,9,acyl-CoA:1-acyl-sn-glycerol-3-phosphate 2-O-acyltransferase,2.3.1.51,Late_vs_Mature_CD8SP
323,Glycerophospholipid metabolism,-1.5489529364984924,0.00727984818085184,0.02018236202865453,True,Mature_CD8SP,-1.4991821211136775,Abhd5; Agpat1; Agpat2; Agpat3; Agpat4; Agpat5; Lclat1; Mboat1; Mboat2,9,acyl-CoA:1-acyl-sn-glycerol-3-phosphate 2-O-acyltransferase,2.3.1.51,Late_vs_Mature_CD8SP
324,Glycerophospholipid metabolism,-1.5489529364984924,0.00727984818085184,0.02018236202865453,True,Mature_CD8SP,-1.4991821211136775,Abhd5; Agpat1; Agpat2; Agpat3; Agpat4; Agpat5; Lclat1; Mboat1; Mboat2,9,acyl-CoA:1-acyl-sn-glycerol-3-phosphate 2-O-acyltransferase,2.3.1.51,Late_vs_Mature_CD8SP
325,Glycerophospholipid metabolism,-1.5489529364984924,0.00727984818085184,0.02018236202865453,True,Mature_CD8SP,-1.4991821211136775,Abhd5; Agpat1; Agpat2; Agpat3; Agpat4; Agpat5; Lclat1; Mboat1; Mboat2,9,acyl-CoA:1-acyl-sn-glycerol-3-phosphate 2-O-acyltransferase,2.3.1.51,Late_vs_Mature_CD8SP
326,Glycerophospholipid metabolism,-1.549073231203213,0.00727610313220815,0.02018236202865453,True,Mature_CD8SP,-1.4991821211136775,Abhd5; Agpat1; Agpat2; Agpat3; Agpat4; Agpat5; Lclat1; Mboat1; Mboat2,9,acyl-CoA:1-acyl-sn-glycerol-3-phosphate 2-O-acyltransferase,2.3.1.51,Late_vs_Mature_CD8SP
327,Glycerophospholipid metabolism,-1.5489529364984924,0.00727984818085184,0.02018236202865453,True,Mature_CD8SP,-1.4991821211136775,Abhd5; Agpat1; Agpat2; Agpat3; Agpat4; Agpat5; Lclat1; Mboat1; Mboat2,9,acyl-CoA:1-acyl-sn-glycerol-3-phosphate 2-O-acyltransferase,2.3.1.51,Late_vs_Mature_CD8SP
328,Glycerophospholipid metabolism,-1.4898525619900225,0.009444148153027822,0.022892785397365268,True,Mature_CD8SP,-1.4991821211136775,Abhd5; Agpat1; Agpat2; Agpat3; Agpat4; Agpat5; Lclat1; Mboat1; Mboat2,9,acyl-CoA:1-acyl-sn-glycerol-3-phosphate 2-O-acyltransferase,2.3.1.51,Late_vs_Mature_CD8SP
329,Glycerolipid metabolism,-1.5033266736795121,0.00894341343214481,0.02206008790191035,True,Mature_CD8SP,-1.6370853105126162,Lpin1; Lpin2; Lpin3; Plpp1; Plpp2; Plpp3; Plpp4; Plpp5; Plppr2; Plppr3; Plppr4,11,"1,2-diacyl-sn-glycerol 3-phosphate phosphohydrolase",3.1.3.4,Late_vs_Mature_CD8SP
330,Glycerophospholipid metabolism,-1.535297628582769,0.007738466343395222,0.02058396505897284,True,Mature_CD8SP,-1.4991821211136775,Lpin1; Lpin2; Lpin3; Plpp1; Plpp2; Plpp3; Plpp4; Plpp5; Plppr2; Plppr3; Plppr4,11,"1,2-diacyl-sn-glycerol 3-phosphate phosphohydrolase",3.1.3.4,Late_vs_Mature_CD8SP
331,Glycerophospholipid metabolism,-1.5380721498198051,0.007622000298153718,0.02045719189796605,True,Mature_CD8SP,-1.4991821211136775,Lpin1; Lpin2; Lpin3; Plpp1; Plpp2; Plpp3; Plpp4; Plpp5; Plppr2; Plppr3; Plppr4,11,"1,2-diacyl-sn-glycerol 3-phosphate phosphohydrolase",3.1.3.4,Late_vs_Mature_CD8SP
332,Glycerophospholipid metabolism,-1.542445290888144,0.007485714650417193,0.02045719189796605,True,Mature_CD8SP,-1.4991821211136775,Lpin1; Lpin2; Lpin3; Plpp1; Plpp2; Plpp3; Plpp4; Plpp5; Plppr2; Plppr3; Plppr4,11,"1,2-diacyl-sn-glycerol 3-phosphate phosphohydrolase",3.1.3.4,Late_vs_Mature_CD8SP
333,Glycerophospholipid metabolism,-1.5489529364986563,0.0072798481808466955,0.02018236202865453,True,Mature_CD8SP,-1.4991821211136775,Lpin1; Lpin2; Lpin3; Plpp1; Plpp2; Plpp3; Plpp4; Plpp5; Plppr2; Plppr3; Plppr4,11,"1,2-diacyl-sn-glycerol 3-phosphate phosphohydrolase",3.1.3.4,Late_vs_Mature_CD8SP
334,Glycerophospholipid metabolism,-1.5489529364984924,0.00727984818085184,0.02018236202865453,True,Mature_CD8SP,-1.4991821211136775,Lpin1; Lpin2; Lpin3; Plpp1; Plpp2; Plpp3; Plpp4; Plpp5; Plppr2; Plppr3; Plppr4,11,"1,2-diacyl-sn-glycerol 3-phosphate phosphohydrolase",3.1.3.4,Late_vs_Mature_CD8SP
335,Glycerophospholipid metabolism,-1.4898525619900225,0.009444148153027822,0.022892785397365268,True,Mature_CD8SP,-1.4991821211136775,Lpin1; Lpin2; Lpin3; Plpp1; Plpp2; Plpp3; Plpp4; Plpp5; Plppr2; Plppr3; Plppr4,11,"1,2-diacyl-sn-glycerol 3-phosphate phosphohydrolase",3.1.3.4,Late_vs_Mature_CD8SP
336,Acylglycerides metabolism,-2.9860534115272332,1.67701600704899e-05,0.0014040842652103538,True,Mature_CD8SP,-1.5380721498198051,Dgka; Dgkb; Dgkd; Dgke; Dgkg; Dgkh; Dgki; Dgkk; Dgkq; Dgkz,10,"ATP:1,2-diacylglycerol 3-phosphotransferase",2.7.1.107,Late_vs_Mature_CD8SP
337,Acylglycerides metabolism,-1.4422105072688258,0.011838701002989198,0.026835339410358473,True,Mature_CD8SP,-1.5380721498198051,Dgat1; Dgat2; Mogat1; Mogat2,4,"acyl-CoA:1,2-diacyl-sn-glycerol O-acyltransferase",2.3.1.20;2.3.1.22,Late_vs_Mature_CD8SP
338,Glycerophospholipid metabolism,-1.6358197150520692,0.005843191862933986,0.018523533278328414,True,Mature_CD8SP,-1.4991821211136775,Cdipt,1,CDP-diacylglycerol:myo-inositol 3-phosphatidyltransferase,2.7.8.11,Late_vs_Mature_CD8SP
339,Glycerophospholipid metabolism,-1.563612309667043,0.007010554927888372,0.019787156349157536,True,Mature_CD8SP,-1.4991821211136775,Cdipt,1,CDP-diacylglycerol:myo-inositol 3-phosphatidyltransferase,2.7.8.11,Late_vs_Mature_CD8SP
340,Glycerophospholipid metabolism,-1.576072360831102,0.007252225022062389,0.020155777848323266,True,Mature_CD8SP,-1.4991821211136775,Cept1; Selenoi,2,"CDPethanolamine:1,2-diacylglycerol ethanolaminephosphotransferase",2.7.8.1,Late_vs_Mature_CD8SP
341,Glycerophospholipid metabolism,-1.54874290119196,0.008110804401028744,0.02095459912726343,True,Mature_CD8SP,-1.4991821211136775,Cept1; Selenoi,2,"CDPethanolamine:1,2-diacylglycerol ethanolaminephosphotransferase",2.7.8.1,Late_vs_Mature_CD8SP
342,Glycerophospholipid metabolism,-1.54874290119196,0.008110804401028744,0.02095459912726343,True,Mature_CD8SP,-1.4991821211136775,Pisd,1,Phsophatidyl-L-serine carboxy-lyase,4.1.1.65,Late_vs_Mature_CD8SP
343,Glycerophospholipid metabolism,-1.0876119866603642,0.048784544518902115,0.08119792985140135,False,Mature_CD8SP,-1.4991821211136775,Ptdss2,1,L-1-phosphatidylethanolamine:L-serine phosphatidyltransferase,2.7.8.29,Late_vs_Mature_CD8SP
344,Glycerophospholipid metabolism,-1.5302335329293673,0.008173317462079381,0.02095459912726343,True,Mature_CD8SP,-1.4991821211136775,Ptdss1,1,No name available,2.7.8.29,Late_vs_Mature_CD8SP
345,Glycerophospholipid metabolism,0.11674504490686867,0.8074515996677154,0.8331236253115293,False,Late,-1.4991821211136775,Cept1; Chpt1,2,No name available,2.7.8.2,Late_vs_Mature_CD8SP
346,Glycerophospholipid metabolism,-1.0889584818493148,0.048539919267194455,0.081005663784264,False,Mature_CD8SP,-1.4991821211136775,Pisd,1,Phsophatidyl-L-serine carboxy-lyase,4.1.1.65,Late_vs_Mature_CD8SP
347,Glycerophospholipid metabolism,-1.5859276654348753,0.007062932300149826,0.019836987602683705,True,Mature_CD8SP,-1.4991821211136775,Pld1; Pld2; Pld6,3,phosphatidylcholine phosphatidohydrolase,3.1.4.4,Late_vs_Mature_CD8SP
348,Glycerophospholipid metabolism,-1.5993581036679043,0.006033154173626643,0.0188201671148228,True,Mature_CD8SP,-1.4991821211136775,Pla2g10; Pla2g12a; Pla2g1b; Pla2g2a; Pla2g2d; Pla2g2e; Pla2g2f; Pla2g3; Pla2g4a; Pla2g4b; Pla2g4c; Pla2g4d; Pla2g4e; Pla2g4f; Pla2g5; Pla2g6; Plaat3; Plb1,18,phosphatidylcholine 2-acylhydrolase,3.1.1.4,Late_vs_Mature_CD8SP
349,Glycerophospholipid metabolism,-1.581851819411746,0.006636354839052703,0.01939639580094247,True,Mature_CD8SP,-1.4991821211136775,Lpcat1; Lpcat2; Lpcat3; Lpcat4,4,Acyl-CoA:1-acyl-sn-glycero-3-phosphocholine O-acyltransferase,2.3.1.23,Late_vs_Mature_CD8SP
350,Glycerophospholipid metabolism,-1.5644421646030489,0.006953112911488773,0.01972218346093947,True,Mature_CD8SP,-1.4991821211136775,Aspg; Clcf1; Lypla1; Lypla2; Pla2g15; Pla2g4a; Plb1; Pnpla6; Pnpla7; Pnpla8,10,1-Acyl-sn-glycero-3-phosphocholine acylhydrolase,3.1.1.5,Late_vs_Mature_CD8SP
351,Glycerophospholipid metabolism,-1.5085116802373326,0.00960863682919373,0.023164721961895483,True,Mature_CD8SP,-1.4991821211136775,Lcat,1,Phosphatidylcholine:sterol O-acyltransferase,2.3.1.43,Late_vs_Mature_CD8SP
352,Glycerophospholipid metabolism,-1.5918441985953269,0.006509311240468495,0.019196773942404207,True,Mature_CD8SP,-1.4991821211136775,Gpcpd1,1,sn-Glycero-3-phosphocholine glycerophosphohydrolase,3.1.4.2,Late_vs_Mature_CD8SP
353,Glycerophospholipid metabolism,0.6661956624547668,0.18092753387169044,0.25209649348014385,False,Late,-1.4991821211136775,Chka; Chkb,2,ATP:choline phosphotransferase,2.7.1.32,Late_vs_Mature_CD8SP
354,Glycerophospholipid metabolism,-1.5487449770583432,0.008039201839973744,0.02095459912726343,True,Mature_CD8SP,-1.4991821211136775,Pcyt1a; Pcyt1b,2,CTP:choline-phosphate cytidylyltransferase,2.7.7.15,Late_vs_Mature_CD8SP
355,Glycerophospholipid metabolism,1.6541920555886263,0.0038064903158072805,0.016794061287848237,True,Late,-1.4991821211136775,Chat,1,Acetyl-CoA:choline O-acetyltransferase,2.3.1.6,Late_vs_Mature_CD8SP
356,Glycerophospholipid metabolism,1.453031670700142,0.008600901138375682,0.021470883511548577,True,Late,-1.4991821211136775,Ache; Bche,2,Acetylcholine aectylhydrolase,3.1.1.7;3.1.1.8,Late_vs_Mature_CD8SP
357,Glycerophospholipid metabolism,-1.566101560982422,0.007503492716048271,0.02045719189796605,True,Mature_CD8SP,-1.4991821211136775,Pld1; Pld2,2,phosphatidylethanolamine phosphatidohydrolase,3.1.4.4,Late_vs_Mature_CD8SP
358,Glycerophospholipid metabolism,-1.5935602045915214,0.006181702600427584,0.019112675456993498,True,Mature_CD8SP,-1.4991821211136775,Pla2g10; Pla2g12a; Pla2g1b; Pla2g2a; Pla2g2d; Pla2g2e; Pla2g2f; Pla2g3; Pla2g4a; Pla2g4b; Pla2g4c; Pla2g4d; Pla2g4e; Pla2g4f; Pla2g5; Pla2g6; Plaat3; Plb1,18,phosphatidylethanolamine 2-acylhydrolase,3.1.1.4,Late_vs_Mature_CD8SP
359,Glycerophospholipid metabolism,-1.6001691781234795,0.006003137219773051,0.01878429025439808,True,Mature_CD8SP,-1.4991821211136775,Lpcat1; Lpcat2; Lpcat3; Lpcat4,4,Acyl-CoA:1-acyl-sn-glycero-3-phosphoethanolamine O-acyltransferase,2.3.1.23,Late_vs_Mature_CD8SP
360,Glycerophospholipid metabolism,-1.588793869244575,0.006416302523944153,0.019183360078085545,True,Mature_CD8SP,-1.4991821211136775,Aspg; Clcf1; Lypla1; Lypla2; Pla2g15; Pla2g4a; Plb1; Pnpla6; Pnpla7; Pnpla8,10,1-Acyl-sn-glycero-3-phosphoethanolamine aldehydohydrolase,3.1.1.5,Late_vs_Mature_CD8SP
361,Glycerophospholipid metabolism,-1.588793869244575,0.006416302523944153,0.019183360078085545,True,Mature_CD8SP,-1.4991821211136775,Gpcpd1,1,sn-Glycero-3-phosphoethanolamine glycerophosphohydrolase,3.1.4.2,Late_vs_Mature_CD8SP
362,Glycerophospholipid metabolism,-1.1129436902987015,0.04472897214458403,0.0755415951719545,False,Mature_CD8SP,-1.4991821211136775,,0,ethanolamine ammonia-lyase (acetaldehyde-forming),4.3.1.7,Late_vs_Mature_CD8SP
363,Glycerophospholipid metabolism,0.6659505626160602,0.18103551190922104,0.25220027184097055,False,Late,-1.4991821211136775,Chka; Chkb; Etnk1; Etnk2,4,ATP:ethanolamine O-phosphotransferase,2.7.1.82,Late_vs_Mature_CD8SP
364,Glycerophospholipid metabolism,0.6724234717005642,0.17726299055292263,0.2473566964828013,False,Late,-1.4991821211136775,Phospho1,1,Phosphoethanolamine phosphohydrolase,3.1.3.75,Late_vs_Mature_CD8SP
365,Glycerophospholipid metabolism,-1.5837802779430257,0.0070399569886292115,0.019818222534077147,True,Mature_CD8SP,-1.4991821211136775,Pcyt2,1,CTP:ethanolamine-phosphate cytidylyltransferase,2.7.7.14,Late_vs_Mature_CD8SP
366,Glycerophospholipid metabolism,-1.0895883139862161,0.04744164741256556,0.07953421584707328,False,Mature_CD8SP,-1.4991821211136775,Pemt,1,S-adenosyl-L-methionine:phosphatidylethanolamine N-methyltransferase,2.1.1.17,Late_vs_Mature_CD8SP
367,Glycerophospholipid metabolism,-1.0895883139862161,0.04744164741256556,0.07953421584707328,False,Mature_CD8SP,-1.4991821211136775,Pemt,1,S-adenosyl-L-methionine:phosphatidyl-N-methylethanolamine N-methyltransferase,2.1.1.17,Late_vs_Mature_CD8SP
368,Glycerophospholipid metabolism,-1.0895883139862161,0.04744164741256556,0.07953421584707328,False,Mature_CD8SP,-1.4991821211136775,Pemt,1,S-adenosyl-L-methionine:phosphatidyl-N-dimethylethanolamine N-methyltransferase,2.1.1.17,Late_vs_Mature_CD8SP
369,Glycerophospholipid metabolism,-1.5479593566248986,0.008163033167402965,0.02095459912726343,True,Mature_CD8SP,-1.4991821211136775,Pld1; Pld2,2,No name available,3.1.4.4,Late_vs_Mature_CD8SP
370,Inositol phosphate metabolism,-1.6391411034150292,0.005262051392891074,0.018133472344367046,True,Mature_CD8SP,-1.5431572625558483,Plcb1; Plcb2; Plcb3; Plcb4; Plcd1; Plcd3; Plcd4; Plce1; Plcg1; Plcg2; Plch1; Plch2; Plcxd2; Plcz1,14,No name available,3.1.4.11,Late_vs_Mature_CD8SP
371,Acylglycerides metabolism,-1.4422105072688258,0.011838701002989198,0.026835339410358473,True,Mature_CD8SP,-1.5380721498198051,Aadac; Cel; Dagla; Daglb; Lipc; Lipe; Lipf; Lipg; Pnlip; Pnliprp1; Pnliprp2; Pnpla2; Pnpla3,13,triacylglycerol acylhydrolase,3.1.1.3,Late_vs_Mature_CD8SP
372,Acylglycerides metabolism,-1.8525538584592822,0.002074060424857661,0.01288947663124501,True,Mature_CD8SP,-1.5380721498198051,Aadac; Cel; Dagla; Daglb; Lipc; Lipe; Lipf; Lipg; Pnlip; Pnliprp1; Pnliprp2; Pnpla2; Pnpla3,13,"1,2-diacyl-sn-glycerol acylhydrolase",3.1.1.3,Late_vs_Mature_CD8SP
373,Acylglycerides metabolism,-1.5488588137975083,0.00728189486662771,0.02018236202865453,True,Mature_CD8SP,-1.5380721498198051,Aadac; Cel; Dagla; Daglb; Lipc; Lipe; Lipf; Lipg; Pnlip; Pnliprp1; Pnliprp2; Pnpla2; Pnpla3,13,"1,2-diacyl-sn-glycerol acylhydrolase",3.1.1.3,Late_vs_Mature_CD8SP
374,Acylglycerides metabolism,-1.5473478671506118,0.00733963280912551,0.020278934099048063,True,Mature_CD8SP,-1.5380721498198051,Aadac; Cel; Dagla; Daglb; Lipc; Lipe; Lipf; Lipg; Pnlip; Pnliprp1; Pnliprp2; Pnpla2; Pnpla3,13,"1,2-diacyl-sn-glycerol acylhydrolase",3.1.1.3,Late_vs_Mature_CD8SP
375,Acylglycerides metabolism,-1.5380721498198051,0.007622000298153718,0.02045719189796605,True,Mature_CD8SP,-1.5380721498198051,Aadac; Cel; Dagla; Daglb; Lipc; Lipe; Lipf; Lipg; Pnlip; Pnliprp1; Pnliprp2; Pnpla2; Pnpla3,13,"1,2-diacyl-sn-glycerol acylhydrolase",3.1.1.3,Late_vs_Mature_CD8SP
376,Acylglycerides metabolism,-1.542445290888144,0.007485714650417193,0.02045719189796605,True,Mature_CD8SP,-1.5380721498198051,Aadac; Cel; Dagla; Daglb; Lipc; Lipe; Lipf; Lipg; Pnlip; Pnliprp1; Pnliprp2; Pnpla2; Pnpla3,13,"1,2-diacyl-sn-glycerol acylhydrolase",3.1.1.3,Late_vs_Mature_CD8SP
377,Acylglycerides metabolism,-1.5489529364984924,0.00727984818085184,0.02018236202865453,True,Mature_CD8SP,-1.5380721498198051,Aadac; Cel; Dagla; Daglb; Lipc; Lipe; Lipf; Lipg; Pnlip; Pnliprp1; Pnliprp2; Pnpla2; Pnpla3,13,"1,2-diacyl-sn-glycerol acylhydrolase",3.1.1.3,Late_vs_Mature_CD8SP
378,Glycerolipid metabolism,-1.8531093028150063,0.0020732295997006726,0.01288947663124501,True,Mature_CD8SP,-1.6370853105126162,Agk,1,ATP:acylglycerol 3-phosphotransferase,2.7.1.94,Late_vs_Mature_CD8SP
379,Glycerolipid metabolism,-1.550330064681137,0.00725824737575517,0.02016135196165308,True,Mature_CD8SP,-1.6370853105126162,Agk,1,ATP:acylglycerol 3-phosphotransferase,2.7.1.94,Late_vs_Mature_CD8SP
380,Glycerolipid metabolism,-1.5449723354944007,0.007405468172871522,0.02042279868087249,True,Mature_CD8SP,-1.6370853105126162,Agk,1,ATP:acylglycerol 3-phosphotransferase,2.7.1.94,Late_vs_Mature_CD8SP
381,Glycerolipid metabolism,-1.5472585302343325,0.007342174480447043,0.020282235062662187,True,Mature_CD8SP,-1.6370853105126162,Agk,1,ATP:acylglycerol 3-phosphotransferase,2.7.1.94,Late_vs_Mature_CD8SP
382,Glycerolipid metabolism,-1.5507999502328251,0.007234653858717045,0.020125515943942594,True,Mature_CD8SP,-1.6370853105126162,Agk,1,ATP:acylglycerol 3-phosphotransferase,2.7.1.94,Late_vs_Mature_CD8SP
383,Glycerolipid metabolism,-1.5492835265236902,0.007270540604642166,0.02018236202865453,True,Mature_CD8SP,-1.6370853105126162,Agk,1,ATP:acylglycerol 3-phosphotransferase,2.7.1.94,Late_vs_Mature_CD8SP
384,Acylglycerides metabolism,-1.6563867684965785,0.0046941486781853226,0.017784931670419633,True,Mature_CD8SP,-1.5380721498198051,Abhd12; Abhd6; Mgll,3,1-acylglycerol acylhydrolase,3.1.1.23,Late_vs_Mature_CD8SP
385,Acylglycerides metabolism,-1.4932573153773137,0.009071680178039063,0.02225140252824763,True,Mature_CD8SP,-1.5380721498198051,Abhd12; Abhd6; Mgll,3,1-acylglycerol acylhydrolase,3.1.1.23,Late_vs_Mature_CD8SP
386,Acylglycerides metabolism,-1.4838439155043661,0.009431308380482789,0.022892785397365268,True,Mature_CD8SP,-1.5380721498198051,Abhd12; Abhd6; Mgll,3,1-acylglycerol acylhydrolase,3.1.1.23,Late_vs_Mature_CD8SP
387,Acylglycerides metabolism,-1.4885943739583458,0.009253429638507053,0.022561227897771895,True,Mature_CD8SP,-1.5380721498198051,Abhd12; Abhd6; Mgll,3,1-acylglycerol acylhydrolase,3.1.1.23,Late_vs_Mature_CD8SP
388,Acylglycerides metabolism,-1.49209508765422,0.009123278085037665,0.02236040982762494,True,Mature_CD8SP,-1.5380721498198051,Abhd12; Abhd6; Mgll,3,1-acylglycerol acylhydrolase,3.1.1.23,Late_vs_Mature_CD8SP
389,Acylglycerides metabolism,-1.4921580353874118,0.00912354615360125,0.02236040982762494,True,Mature_CD8SP,-1.5380721498198051,Abhd12; Abhd6; Mgll,3,1-acylglycerol acylhydrolase,3.1.1.23,Late_vs_Mature_CD8SP
390,Fatty acid biosynthesis,-1.7003341834588384,0.0043986485060662234,0.017747815971153588,True,Mature_CD8SP,-1.3537244403906328,Acot1; Acot2; Acot4; Acot6; Acot7; Baat; Egfl8; Ppt1; Ppt2,9,palmitoyl-CoA hydrolase,3.1.2.2;3.1.2.22,Late_vs_Mature_CD8SP
391,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,-0.44043659643733307,0.3682513994607157,0.450676980906978,False,Mature_CD8SP,-1.22915430963507,Idh1,1,Isocitrate:NADP+ oxidoreductase (decarboxylating),1.1.1.42,Late_vs_Mature_CD8SP
392,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,0.2639612359936504,0.6021017432476513,0.6723856459376397,False,Late,-1.22915430963507,Idh1,1,Isocitrate:NADP+ oxidoreductase (decarboxylating),1.1.1.42,Late_vs_Mature_CD8SP
393,Nicotinate and nicotinamide metabolism,0.2639612359936504,0.6021017432476513,0.6723856459376397,False,Late,-1.7052311277712298,Idh1,1,Isocitrate:NADP+ oxidoreductase (decarboxylating),1.1.1.42,Late_vs_Mature_CD8SP
394,Nicotinate and nicotinamide metabolism,-1.223378690059453,0.02342195481762188,0.04462643790697466,True,Mature_CD8SP,-1.7052311277712298,Idh1,1,Isocitrate:NADP+ oxidoreductase (decarboxylating),1.1.1.42,Late_vs_Mature_CD8SP
395,Sphingolipid metabolism,0.12270989381045948,0.7977500991422353,0.8243563678893617,False,Late,-1.5746132606565988,Sgms1; Sgms2,2,ceramide:phosphatidylcholine cholinephosphotransferase,2.7.8.27,Late_vs_Mature_CD8SP
396,Sphingolipid metabolism,0.11674504490686867,0.8074515996677154,0.8331236253115293,False,Late,-1.5746132606565988,Sgms1; Sgms2,2,ceramide:phosphatidylcholine cholinephosphotransferase,2.7.8.27,Late_vs_Mature_CD8SP
397,Fatty acid oxidation,-1.8468414082547484,0.002411771494549855,0.014275712881681717,True,Mature_CD8SP,-1.409631923740098,Acsl1,1,Fatty-Acid- Coenzyme A Ligase,6.2.1.3,Late_vs_Mature_CD8SP
398,Sphingolipid metabolism,-1.0823234565917506,0.048641664451044606,0.08110670127644437,False,Mature_CD8SP,-1.5746132606565988,Sptlc1; Sptlc2; Sptlc3,3,Palmitoyl-CoA:L-serine C-palmitoyltransferase (decarboxylating),2.3.1.50,Late_vs_Mature_CD8SP
399,Fatty acid oxidation,-0.6120044995000042,0.21631596990603436,0.29380711796472486,False,Mature_CD8SP,-1.409631923740098,Slc27a2,1,Fatty-Acid- Coenzyme A Ligase,6.2.1.3,Late_vs_Mature_CD8SP
400,Sphingolipid metabolism,-1.0823234565917506,0.048641664451044606,0.08110670127644437,False,Mature_CD8SP,-1.5746132606565988,Kdsr,1,Sphinganine:NADP+ 3-oxidoreductase,1.1.1.102,Late_vs_Mature_CD8SP
401,Fatty acid oxidation,-1.5898241895164593,0.005438612333563265,0.018133472344367046,True,Mature_CD8SP,-1.409631923740098,Acsm1,1,"Fatty-Acid- Coenzyme A Ligase (Butanoate), Mitochondrial",6.2.1.2,Late_vs_Mature_CD8SP
402,Fatty acid biosynthesis,-1.0351899566750953,0.05185570664499402,0.08522628581754202,False,Mature_CD8SP,-1.3537244403906328,Elovl2; Elovl4; Elovl5; Elovl6,4,Fatty-Acyl Coenzyme A Elongation (N-C18:3CoA),2.3.1.86,Late_vs_Mature_CD8SP
