pathway,pathway_direction,pathway_median_d,pathway_n_reactions,pathway_n_significant,pathway_pct_significant,reaction_id,base_id,reaction_name,cohens_d,p_value,significant,gene_association_raw,genes,n_genes,ec_number,dataset
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05866_pos,MAR05866,No name available,0.1408493854263118,0.9247256175066697,False,Slc7a6,Slc7a6,1,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05867_pos,MAR05867,No name available,-0.5859227104302729,0.6855560624978708,False,Slc7a6,Slc7a6,1,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05868_pos,MAR05868,No name available,-0.5859227104302729,0.6855560624978708,False,Slc7a6,Slc7a6,1,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05869_pos,MAR05869,No name available,-0.5859227104302729,0.6855560624978708,False,Slc7a6,Slc7a6,1,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05870_pos,MAR05870,No name available,-0.5859227104302729,0.6855560624978708,False,Slc7a6,Slc7a6,1,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05871_pos,MAR05871,No name available,-0.5859227104302729,0.6855560624978708,False,Slc7a6,Slc7a6,1,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05872_pos,MAR05872,No name available,0.4502361094343157,0.7612107059718894,False,Slc7a6,Slc7a6,1,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05873_pos,MAR05873,No name available,0.4144839973348142,0.7843608769491348,False,Slc3a2 or Slc7a6 or Slc7a7,Slc3a2; Slc7a6; Slc7a7,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05874_pos,MAR05874,No name available,0.4502361094343157,0.7612107059718894,False,Slc7a6,Slc7a6,1,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05875_pos,MAR05875,No name available,0.7574812875420256,0.6282874137515283,False,Slc7a6,Slc7a6,1,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05876_pos,MAR05876,No name available,0.12595007898655827,0.9311762176002801,False,Slc7a6,Slc7a6,1,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05877_pos,MAR05877,No name available,0.5473169431652808,0.7155357930391799,False,Slc7a6,Slc7a6,1,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05878_pos,MAR05878,No name available,0.5473169431652808,0.7155357930391799,False,Slc7a6,Slc7a6,1,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05879_pos,MAR05879,No name available,0.5473169431652808,0.7155357930391799,False,Slc7a6,Slc7a6,1,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05880_pos,MAR05880,No name available,0.9974613019920031,0.5571382340476252,False,Slc7a6,Slc7a6,1,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05881_pos,MAR05881,No name available,0.1549546685091232,0.9211251896695037,False,Slc7a6,Slc7a6,1,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05882_pos,MAR05882,No name available,-0.5859227104302729,0.6855560624978708,False,Slc7a6,Slc7a6,1,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05883_pos,MAR05883,No name available,-0.5859227104302729,0.6855560624978708,False,Slc7a6,Slc7a6,1,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05884_pos,MAR05884,No name available,-0.5859227104302729,0.6855560624978708,False,Slc7a6,Slc7a6,1,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05885_pos,MAR05885,No name available,-0.5859227104302729,0.6855560624978708,False,Slc7a6,Slc7a6,1,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05886_pos,MAR05886,No name available,-0.5859227104302729,0.6855560624978708,False,Slc7a6,Slc7a6,1,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05887_pos,MAR05887,No name available,0.4502361094343157,0.7612107059718894,False,Slc7a6,Slc7a6,1,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05888_pos,MAR05888,No name available,0.4502361094343157,0.7612107059718894,False,Slc7a6,Slc7a6,1,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05889_pos,MAR05889,No name available,0.4502361094343157,0.7612107059718894,False,Slc7a6,Slc7a6,1,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05890_pos,MAR05890,No name available,0.7574812875420256,0.6282874137515283,False,Slc7a6,Slc7a6,1,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05891_pos,MAR05891,No name available,0.12595007898655827,0.9311762176002801,False,Slc7a6,Slc7a6,1,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05892_pos,MAR05892,No name available,-0.5859227104302729,0.6855560624978708,False,Slc7a6,Slc7a6,1,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05893_pos,MAR05893,No name available,-0.5859227104302729,0.6855560624978708,False,Slc7a6,Slc7a6,1,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05894_pos,MAR05894,No name available,-0.5859227104302729,0.6855560624978708,False,Slc7a6,Slc7a6,1,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05895_pos,MAR05895,No name available,-0.5859227104302729,0.6855560624978708,False,Slc7a6,Slc7a6,1,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05896_pos,MAR05896,No name available,-0.5859227104302729,0.6855560624978708,False,Slc7a6,Slc7a6,1,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05897_pos,MAR05897,No name available,-0.5859227104302729,0.6855560624978708,False,Slc7a6,Slc7a6,1,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05898_pos,MAR05898,No name available,-0.5859227104302729,0.6855560624978708,False,Slc7a6,Slc7a6,1,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05899_pos,MAR05899,No name available,-0.5859227104302729,0.6855560624978708,False,Slc7a6,Slc7a6,1,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05900_pos,MAR05900,No name available,-0.5859227104302729,0.6855560624978708,False,Slc7a6,Slc7a6,1,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05901_pos,MAR05901,No name available,-0.5859227104302729,0.6855560624978708,False,Slc7a6,Slc7a6,1,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05902_pos,MAR05902,No name available,0.4502361094343157,0.7612107059718894,False,Slc7a6,Slc7a6,1,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05903_pos,MAR05903,No name available,0.4502361094343157,0.7612107059718894,False,Slc7a6,Slc7a6,1,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05904_pos,MAR05904,No name available,0.4502361094343157,0.7612107059718894,False,Slc7a6,Slc7a6,1,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05905_pos,MAR05905,No name available,0.7574812875420256,0.6282874137515283,False,Slc7a6,Slc7a6,1,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05906_pos,MAR05906,No name available,0.12595007898655827,0.9311762176002801,False,Slc7a6,Slc7a6,1,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05907_pos,MAR05907,No name available,-0.5859227104302729,0.6855560624978708,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05908_pos,MAR05908,No name available,-0.5859227104302729,0.6855560624978708,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05909_pos,MAR05909,No name available,-0.5859227104302729,0.6855560624978708,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05910_pos,MAR05910,No name available,-1.632114712682855,0.5556320779987349,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05911_pos,MAR05911,No name available,-0.5859227104302729,0.6855560624978708,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05912_pos,MAR05912,No name available,-0.5859227104302729,0.6855560624978708,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05913_pos,MAR05913,No name available,-0.5859227104302729,0.6855560624978708,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05914_pos,MAR05914,No name available,-0.5859227104302729,0.6855560624978708,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05915_pos,MAR05915,No name available,-0.5859227104302729,0.6855560624978708,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05916_pos,MAR05916,No name available,-0.5859227104302729,0.6855560624978708,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05917_pos,MAR05917,No name available,-0.5859227104302729,0.6855560624978708,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05918_pos,MAR05918,No name available,-0.5859227104302729,0.6855560624978708,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05919_pos,MAR05919,No name available,-0.5859227104302729,0.6855560624978708,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05920_pos,MAR05920,No name available,-0.5859227104302729,0.6855560624978708,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05921_pos,MAR05921,No name available,-0.5859227104302729,0.6855560624978708,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05922_pos,MAR05922,No name available,-0.5859227104302729,0.6855560624978708,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05923_pos,MAR05923,No name available,-0.5859227104302729,0.6855560624978708,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05924_pos,MAR05924,No name available,-0.3384287793847077,0.8289647207351207,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05925_pos,MAR05925,No name available,-0.3384287793847077,0.8289647207351207,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05926_pos,MAR05926,No name available,-0.5859227104302729,0.6855560624978708,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05927_pos,MAR05927,No name available,-0.3384287793847077,0.8289647207351207,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05928_pos,MAR05928,No name available,-0.5859227104302729,0.6855560624978708,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05929_pos,MAR05929,No name available,-0.3384287793847077,0.8289647207351207,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05930_pos,MAR05930,No name available,-0.5859227104302729,0.6855560624978708,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05931_pos,MAR05931,No name available,-0.5859227104302729,0.6855560624978708,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05932_pos,MAR05932,No name available,-0.9848785399099231,0.5670549457732177,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05933_pos,MAR05933,No name available,-0.5859227104302729,0.6855560624978708,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05934_pos,MAR05934,No name available,-0.5859227104302729,0.6855560624978708,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05935_pos,MAR05935,No name available,-0.5859227104302729,0.6855560624978708,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05936_pos,MAR05936,No name available,-0.5859227104302729,0.6855560624978708,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05937_pos,MAR05937,No name available,-0.5859227104302729,0.6855560624978708,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05938_pos,MAR05938,No name available,-0.5859227104302729,0.6855560624978708,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05939_pos,MAR05939,No name available,-0.5859227104302729,0.6855560624978708,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05940_pos,MAR05940,No name available,-0.5859227104302729,0.6855560624978708,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05941_pos,MAR05941,No name available,-0.5859227104302729,0.6855560624978708,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05942_pos,MAR05942,No name available,-0.5859227104302729,0.6855560624978708,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05943_pos,MAR05943,No name available,-0.5859227104302729,0.6855560624978708,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05944_pos,MAR05944,No name available,-0.5859227104302729,0.6855560624978708,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05945_pos,MAR05945,No name available,-0.5859227104302729,0.6855560624978708,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05946_pos,MAR05946,No name available,-0.5859227104302729,0.6855560624978708,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05947_pos,MAR05947,No name available,-0.5859227104302729,0.6855560624978708,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05948_pos,MAR05948,No name available,-0.5859227104302729,0.6855560624978708,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05949_pos,MAR05949,No name available,-0.5859227104302729,0.6855560624978708,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05950_pos,MAR05950,No name available,-0.5859227104302729,0.6855560624978708,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05951_pos,MAR05951,No name available,-0.5859227104302729,0.6855560624978708,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05952_pos,MAR05952,No name available,-0.5859227104302729,0.6855560624978708,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05953_pos,MAR05953,No name available,-0.5859227104302729,0.6855560624978708,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05954_pos,MAR05954,No name available,-0.5859227104302729,0.6855560624978708,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05955_pos,MAR05955,No name available,-0.14728487335635132,0.9218709411149532,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05956_pos,MAR05956,No name available,-0.07593832822018275,0.9587459954423205,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05957_pos,MAR05957,No name available,-0.03445838227031407,0.9811595330766926,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05958_pos,MAR05958,No name available,-0.07593832822018275,0.9587459954423205,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05959_pos,MAR05959,No name available,0.20680385997182013,0.9061025859523001,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05960_pos,MAR05960,No name available,-0.14888510922322512,0.9217124406257713,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05961_pos,MAR05961,No name available,-0.14888510922322512,0.9217124406257713,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05962_pos,MAR05962,No name available,-0.14888510922322512,0.9217124406257713,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05963_pos,MAR05963,No name available,-0.07593832822018275,0.9587459954423205,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05964_pos,MAR05964,No name available,-0.03445838227031407,0.9811595330766926,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05965_pos,MAR05965,No name available,0.14798989471962848,0.9215876067933436,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05966_pos,MAR05966,No name available,-0.03445838227031407,0.9811595330766926,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05967_pos,MAR05967,No name available,-0.03445838227031407,0.9811595330766926,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05968_pos,MAR05968,No name available,-0.07593832822018275,0.9587459954423205,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05969_pos,MAR05969,No name available,-0.020768780443505636,0.9886253587152283,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05970_pos,MAR05970,No name available,-0.03445838227031407,0.9811595330766926,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05971_pos,MAR05971,No name available,0.3019295282198611,0.856208616842936,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05972_pos,MAR05972,No name available,0.26112888634852205,0.8785365326187993,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05973_pos,MAR05973,No name available,0.2377165325309612,0.8930716041555498,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05974_pos,MAR05974,No name available,0.26112888634852205,0.8785365326187993,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05975_pos,MAR05975,No name available,-0.42553989097329403,0.7692028713234305,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05976_pos,MAR05976,No name available,0.2548956161805514,0.8826860199351856,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05977_pos,MAR05977,No name available,0.2548956161805514,0.8826860199351856,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05978_pos,MAR05978,No name available,0.2548956161805514,0.8826860199351856,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05979_pos,MAR05979,No name available,0.26112888634852205,0.8785365326187993,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05980_pos,MAR05980,No name available,0.2377165325309612,0.8930716041555498,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
Transport reactions,CD8_CD5_hi,0.9780849128568778,5457,0,0.0,MAR05981_pos,MAR05981,No name available,-0.4811955765319983,0.7345005402247571,False,Slc3a1 and Slc7a6 and Slc7a9,Slc3a1; Slc7a6; Slc7a9,3,No EC,CD8
