reaction_id,pathway,cohens_d,p_value,adjusted_pval,significant,pathway_direction,pathway_median_d,genes,n_genes,reaction_name,ec_number,comparison
221,Acyl-CoA hydrolysis,-1.367436147556885,0.010593936453298617,0.029558252476842812,True,Mature_CD8SP,-1.367436147556885,Acot6; Baat,2,"(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA hydrolase",3.1.2.2,Early_vs_Mature_CD8SP
222,Fatty acid activation (cytosolic),-1.3681340045074706,0.010563348489355629,0.029558252476842812,True,Mature_CD8SP,-1.3681340045074706,Acsbg1; Acsbg2; Acsl1; Acsl3; Acsl4; Acsl5; Acsl6; Slc27a2,8,No name available,6.2.1.3,Early_vs_Mature_CD8SP
223,Acyl-CoA hydrolysis,-1.3678873175011137,0.010573819763745603,0.029558252476842812,True,Mature_CD8SP,-1.367436147556885,Acot6; Baat,2,"(9Z,12Z,15Z,18Z)-tetracosatetraenoyl-CoA hydrolase",3.1.2.2,Early_vs_Mature_CD8SP
224,Fatty acid activation (cytosolic),-1.3681340045074706,0.010563348489355629,0.029558252476842812,True,Mature_CD8SP,-1.3681340045074706,Acsbg1; Acsbg2; Acsl1; Acsl3; Acsl4; Acsl5; Acsl6; Slc27a2,8,No name available,6.2.1.3,Early_vs_Mature_CD8SP
225,Acyl-CoA hydrolysis,-1.3681340045074706,0.010563348489355629,0.029558252476842812,True,Mature_CD8SP,-1.367436147556885,Acot6; Baat,2,"(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA hydrolase",3.1.2.2,Early_vs_Mature_CD8SP
226,Fatty acid activation (cytosolic),-1.3681340045074706,0.010563348489355629,0.029558252476842812,True,Mature_CD8SP,-1.3681340045074706,Acsbg1; Acsbg2; Acsl1; Acsl3; Acsl4; Acsl5; Acsl6; Slc27a2,8,No name available,6.2.1.3,Early_vs_Mature_CD8SP
227,Acyl-CoA hydrolysis,-1.367206309131707,0.010604480906909203,0.029558252476842812,True,Mature_CD8SP,-1.367436147556885,Acot6; Baat,2,"(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA hydrolase",3.1.2.2,Early_vs_Mature_CD8SP
228,Fatty acid activation (cytosolic),-1.3681340045074706,0.010563348489355629,0.029558252476842812,True,Mature_CD8SP,-1.3681340045074706,Acsbg1; Acsbg2; Acsl1; Acsl3; Acsl4; Acsl5; Acsl6; Slc27a2,8,No name available,6.2.1.3,Early_vs_Mature_CD8SP
229,Acyl-CoA hydrolysis,-1.3678908649689963,0.010574211112940716,0.029558252476842812,True,Mature_CD8SP,-1.367436147556885,Acot1; Acot6; Baat,3,"(11Z,14Z)-eicosadienoyl-CoA hydrolase",3.1.2.2,Early_vs_Mature_CD8SP
230,Fatty acid activation (cytosolic),-1.3681340045074706,0.010563348489355629,0.029558252476842812,True,Mature_CD8SP,-1.3681340045074706,Acsbg1; Acsbg2; Acsl1; Acsl3; Acsl4; Acsl5; Acsl6; Slc27a2,8,No name available,6.2.1.3,Early_vs_Mature_CD8SP
231,Acyl-CoA hydrolysis,-1.3680768215510906,0.010565835060663218,0.029558252476842812,True,Mature_CD8SP,-1.367436147556885,Acot6; Baat,2,"(13Z,16Z)-docosadienoyl-CoA hydrolase",3.1.2.2,Early_vs_Mature_CD8SP
232,Fatty acid activation (cytosolic),-1.3681340045074706,0.010563348489355629,0.029558252476842812,True,Mature_CD8SP,-1.3681340045074706,Acsbg1; Acsbg2; Acsl1; Acsl3; Acsl4; Acsl5; Acsl6; Slc27a2,8,No name available,6.2.1.3,Early_vs_Mature_CD8SP
233,Acyl-CoA hydrolysis,-1.3681340045074706,0.010563348489355629,0.029558252476842812,True,Mature_CD8SP,-1.367436147556885,Acot6; Baat,2,"10,13,16-docosatrienoyl-CoA hydrolase",3.1.2.2,Early_vs_Mature_CD8SP
234,Transport reactions,-0.04286251773015702,0.9287934079712614,0.9493463981286488,False,Mature_CD8SP,-1.3515216145462632,,0,No name available,1.14.99.1,Early_vs_Mature_CD8SP
235,Cholesterol metabolism,-2.068479118331173,0.0008676731177034045,0.009509040615995536,True,Mature_CD8SP,-1.2823154482935335,Mvd,1,Diphosphomevalonate Decarboxylase,4.1.1.33,Early_vs_Mature_CD8SP
236,Cholesterol metabolism,1.1865935285792981,0.024533523725241257,0.04857669957326533,True,Early,-1.2823154482935335,Ebp,1,"3-Beta-Hydroxysteroid-Delta (8), Delta (7)-Isomerase",5.3.3.5,Early_vs_Mature_CD8SP
237,Glycerophospholipid metabolism,-1.197090321836889,0.024239015599739067,0.04815821307571855,True,Mature_CD8SP,-1.4772709070921588,Gk; Gk2; Gk5,3,ATP:glycerol 3-phosphotransferase,2.7.1.30,Early_vs_Mature_CD8SP
238,Acylglycerides metabolism,-1.2105440869016673,0.022510130022839584,0.04558331601451297,True,Mature_CD8SP,-1.5136334044659643,Gpd2,1,sn-Glycerol-3-phosphate:(acceptor) 2-oxidoreductase,1.1.5.3,Early_vs_Mature_CD8SP
239,Glycerophospholipid metabolism,-1.505031805720618,0.006578522773411488,0.026982489603048835,True,Mature_CD8SP,-1.4772709070921588,Gk; Gk2; Gk5,3,ATP:glycerol 3-phosphotransferase,2.7.1.30,Early_vs_Mature_CD8SP
240,Fatty acid oxidation,-1.1709869958361703,0.026164551727802732,0.05132028395431205,False,Mature_CD8SP,-1.0789614372066798,Cpt1a; Cpt1b; Cpt1c,3,Carnitine O-Palmitoyltransferase,2.3.1.21,Early_vs_Mature_CD8SP
241,Fatty acid oxidation,-1.269094847819363,0.017924599401278198,0.038329813704764924,True,Mature_CD8SP,-1.0789614372066798,Cpt1a; Cpt1b; Cpt1c,3,Carnitine O-Palmitoyltransferase,2.3.1.21,Early_vs_Mature_CD8SP
242,Glycerolipid metabolism,-1.1146676178945742,0.03381805485543755,0.062312567532136806,False,Mature_CD8SP,-1.4517009035395987,Adh1; Adh4; Adh5; Adh6b; Adh7; Akr1a1; Akr1b1; Akr1b8,8,glycerol:NADP+ oxidoreductase,1.1.1.1;1.1.1.2;1.1.1.21;1.1.1.72,Early_vs_Mature_CD8SP
243,Glycerolipid metabolism,-1.308280957344635,0.01399152213024428,0.03258341172861404,True,Mature_CD8SP,-1.4517009035395987,Adh1; Adh4; Adh5; Adh6b; Adh7; Akr1a1; Akr1b1; Akr1b8,8,glycerol:NADP+ oxidoreductase,1.1.1.1;1.1.1.2;1.1.1.21;1.1.1.72,Early_vs_Mature_CD8SP
244,Fructose and mannose metabolism,-1.1147733183116326,0.03380126485097225,0.062312567532136806,False,Mature_CD8SP,-1.306629724860857,,0,ATP:D-glyceraldehyde 3-phosphotransferase,2.7.1.28,Early_vs_Mature_CD8SP
245,Fatty acid oxidation,-1.1691370474798646,0.026357735193135178,0.051645384064831434,False,Mature_CD8SP,-1.0789614372066798,Cpt2,1,Carnitine Transferase,2.6.1.1,Early_vs_Mature_CD8SP
246,Fatty acid oxidation,-1.2650649350216734,0.018212746027921577,0.038768381352621305,True,Mature_CD8SP,-1.0789614372066798,Cpt2,1,Carnitine Transferase,2.6.1.1,Early_vs_Mature_CD8SP
247,Glycerolipid metabolism,-1.0950899998409351,0.03645299663563369,0.06589789492805331,False,Mature_CD8SP,-1.4517009035395987,Aldh1b1; Aldh2; Aldh3a2; Aldh7a1; Aldh9a1,5,D-Glyceraldehyde:NAD+ oxidoreductase,1.2.1.3,Early_vs_Mature_CD8SP
248,"Glycine, serine and threonine metabolism",-1.3912342574297598,0.010842329055058685,0.029727565715781806,True,Mature_CD8SP,-1.1613998916402064,Glyctk,1,ATP:(R)-glycerate 3-phosphotransferase,2.7.1.31,Early_vs_Mature_CD8SP
249,Glycerolipid metabolism,-1.6733739304137636,0.00399352538032633,0.022848651609400906,True,Mature_CD8SP,-1.4517009035395987,Adh1; Adh4; Adh5; Adh6b; Adh7; Akr1a1; Akr1b1; Akr1b8,8,glycerol:NADP+ oxidoreductase,1.1.1.1;1.1.1.2;1.1.1.21;1.1.1.72,Early_vs_Mature_CD8SP
250,Glycerolipid metabolism,-1.6733739304137636,0.00399352538032633,0.022848651609400906,True,Mature_CD8SP,-1.4517009035395987,Aldh1b1; Aldh2; Aldh3a2; Aldh7a1; Aldh9a1,5,D-Glyceraldehyde:NAD+ oxidoreductase,1.2.1.3,Early_vs_Mature_CD8SP
251,"Glycine, serine and threonine metabolism",-1.6733739304137636,0.00399352538032633,0.022848651609400906,True,Mature_CD8SP,-1.1613998916402064,Glyctk,1,ATP:(R)-glycerate 3-phosphotransferase,2.7.1.31,Early_vs_Mature_CD8SP
252,Fatty acid oxidation,1.0967029335294023,0.03384480372366518,0.062312567532136806,False,Early,-1.0789614372066798,Slc25a20,1,"Transport of (9E)-Octadecenoylcarnitine, Mitochondrial",2.3.1.21,Early_vs_Mature_CD8SP
253,Fatty acid oxidation,1.1875294001154377,0.023007403969301652,0.04622354756100657,True,Early,-1.0789614372066798,Slc25a20,1,"Transport of (9E)-Octadecenoylcarnitine, Mitochondrial",2.3.1.21,Early_vs_Mature_CD8SP
254,Glycerophospholipid metabolism,-1.5301669238527709,0.005490274915064754,0.02559875704750812,True,Mature_CD8SP,-1.4772709070921588,Cept1; Chpt1,2,No name available,2.7.8.2,Early_vs_Mature_CD8SP
255,Glycerophospholipid metabolism,-1.5466058221915566,0.005373236054077491,0.025387570913805727,True,Mature_CD8SP,-1.4772709070921588,Gpd1; Gpd1l,2,sn-Glycerol-3-phosphate:NAD+ 2-oxidoreductase,1.1.1.8,Early_vs_Mature_CD8SP
256,Glycerophospholipid metabolism,-1.4549538032432683,0.007635260647603215,0.028486325044352116,True,Mature_CD8SP,-1.4772709070921588,Gpd1; Gpd1l,2,sn-Glycerol-3-phosphate:NAD+ 2-oxidoreductase,1.1.1.8,Early_vs_Mature_CD8SP
257,Glycerolipid metabolism,-1.4517009035395987,0.007314998549255693,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
258,Glycerolipid metabolism,-1.4517009035395987,0.007314998549255693,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
259,Glycerolipid metabolism,-1.451700903539605,0.0073149985492557195,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
260,Glycerolipid metabolism,-1.4517009035395987,0.007314998549255693,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
261,Glycerolipid metabolism,-1.4517009035395987,0.007314998549255693,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
262,Glycerolipid metabolism,-1.4517009035395987,0.007314998549255693,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
263,Glycerolipid metabolism,-1.4517009035395987,0.007314998549255693,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
264,Glycerolipid metabolism,-1.4517009035394919,0.007314998549259117,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
265,Glycerolipid metabolism,-1.451700903539628,0.0073149985492546804,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
266,Glycerolipid metabolism,-1.5301669238526834,0.0054902749150669465,0.02559875704750812,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
267,Glycerolipid metabolism,-1.4517009035395987,0.007314998549255693,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
268,Glycerolipid metabolism,-1.4517009035395987,0.007314998549255693,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
269,Glycerolipid metabolism,-1.4517009035396622,0.007314998549253514,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
270,Glycerolipid metabolism,-1.4517009035395987,0.007314998549255693,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
271,Glycerolipid metabolism,-1.4517009035395987,0.007314998549255693,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
272,Glycerolipid metabolism,-1.451700903539605,0.0073149985492557195,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
273,Glycerolipid metabolism,-1.447943386691058,0.00743110502245265,0.028247152225886127,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
274,Glycerolipid metabolism,-1.4517009035395987,0.007314998549255693,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
275,Glycerolipid metabolism,-1.4517009035395987,0.007314998549255693,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
276,Glycerolipid metabolism,-1.4517009035396622,0.007314998549253514,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
277,Glycerolipid metabolism,-1.4517009035395987,0.007314998549255693,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
278,Glycerolipid metabolism,-1.4517009035395987,0.007314998549255693,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
279,Glycerolipid metabolism,-1.4517009035396622,0.007314998549253514,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
280,Glycerolipid metabolism,-1.4517009035395987,0.007314998549255693,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
281,Glycerolipid metabolism,-1.4517009035395987,0.007314998549255693,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
282,Glycerolipid metabolism,-1.4517009035395987,0.007314998549255693,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
283,Glycerolipid metabolism,-1.4517009035396622,0.007314998549253514,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
284,Glycerolipid metabolism,-1.4517009035396622,0.007314998549253514,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
285,Glycerolipid metabolism,-1.4517009035395987,0.007314998549255693,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
286,Glycerolipid metabolism,-1.4517009035395987,0.007314998549255693,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
287,Glycerolipid metabolism,-1.4517009035395987,0.007314998549255693,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
288,Glycerolipid metabolism,-1.4517009035395987,0.007314998549255693,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
289,Glycerolipid metabolism,-1.4517009035395987,0.007314998549255693,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
290,Glycerolipid metabolism,-1.4517009035395987,0.007314998549255693,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
291,Glycerolipid metabolism,-1.4517009035395987,0.007314998549255693,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
292,Glycerolipid metabolism,-1.4517009035395987,0.007314998549255693,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
293,Glycerolipid metabolism,-1.4517009035396462,0.0073149985492544254,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
294,Glycerolipid metabolism,-1.4517009035395192,0.0073149985492583225,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
295,Glycerolipid metabolism,-1.4517009035396462,0.0073149985492544254,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
296,Glycerolipid metabolism,-1.4517009035395192,0.0073149985492583225,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
297,Glycerolipid metabolism,-1.4517009035396462,0.0073149985492544254,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
298,Glycerolipid metabolism,-1.4517009035395987,0.007314998549255693,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
299,Glycerolipid metabolism,-1.4517009035395987,0.007314998549255693,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
300,Glycerolipid metabolism,-1.4517009035395192,0.0073149985492583225,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
301,Glycerolipid metabolism,-1.4517009035395987,0.007314998549255693,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
302,Glycerolipid metabolism,-1.4517009035395987,0.007314998549255693,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
303,Glycerolipid metabolism,-1.4517009035396622,0.007314998549253514,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
304,Glycerolipid metabolism,-1.4517009035395987,0.007314998549255693,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
305,Glycerolipid metabolism,-1.451700903539605,0.0073149985492557195,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
306,Glycerolipid metabolism,-1.4517009035395616,0.007314998549256831,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
307,Glycerolipid metabolism,-1.4517009035396462,0.0073149985492544254,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
308,Glycerolipid metabolism,-1.4517009035396462,0.0073149985492544254,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
309,Glycerolipid metabolism,-1.4506459346424119,0.007345743578830871,0.028061781308629487,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
310,Glycerolipid metabolism,-1.4517009035395987,0.007314998549255693,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
311,Glycerolipid metabolism,-1.4517009035395987,0.007314998549255693,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
312,Glycerolipid metabolism,-1.451700903539605,0.0073149985492557195,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
313,Glycerolipid metabolism,-1.4517009035395987,0.007314998549255693,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
314,Glycerolipid metabolism,-1.4517009035395987,0.007314998549255693,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
315,Glycerolipid metabolism,-1.4517009035395987,0.007314998549255693,0.027990676109471868,True,Mature_CD8SP,-1.4517009035395987,Gpam; Gpat2; Gpat3; Gpat4,4,No name available,2.3.1.15,Early_vs_Mature_CD8SP
316,Glycerophospholipid metabolism,-1.3807402820382364,0.011507710765156103,0.03020974698426091,True,Mature_CD8SP,-1.4772709070921588,Gpam; Gpat2; Gpat3; Gpat4,4,acyl-CoA:sn-glycerol-3-phosphate 1-O-acyltransferase,2.3.1.15,Early_vs_Mature_CD8SP
317,Glycerophospholipid metabolism,-1.3807402820382364,0.011507710765156103,0.03020974698426091,True,Mature_CD8SP,-1.4772709070921588,Abhd5; Agpat1; Agpat2; Agpat3; Agpat4; Agpat5; Lclat1; Mboat1; Mboat2,9,acyl-CoA:1-acyl-sn-glycerol-3-phosphate 2-O-acyltransferase,2.3.1.51,Early_vs_Mature_CD8SP
318,Glycerophospholipid metabolism,-1.3807402820382364,0.011507710765156103,0.03020974698426091,True,Mature_CD8SP,-1.4772709070921588,Cds1; Cds2,2,No name available,2.7.7.41,Early_vs_Mature_CD8SP
319,Glycerophospholipid metabolism,-1.4113871256687218,0.010081982200640544,0.029558252476842812,True,Mature_CD8SP,-1.4772709070921588,Pgs1,1,No name available,2.7.8.5,Early_vs_Mature_CD8SP
320,Glycerophospholipid metabolism,-1.4123280856530565,0.01004169661162468,0.029558252476842812,True,Mature_CD8SP,-1.4772709070921588,,0,No name available,3.1.3.27,Early_vs_Mature_CD8SP
321,Glycerophospholipid metabolism,-1.4006846254244107,0.009246927971371883,0.02938170457590123,True,Mature_CD8SP,-1.4772709070921588,Crls1,1,CDP-diacylglycerol:phosphatidylglycerol 3-phosphatidyltransferase,2.7.8.-,Early_vs_Mature_CD8SP
322,Glycerolipid metabolism,-1.543622138864633,0.004823703372629403,0.024213755965236648,True,Mature_CD8SP,-1.4517009035395987,Abhd5; Agpat1; Agpat2; Agpat3; Agpat4; Agpat5; Lclat1; Mboat1; Mboat2,9,acyl-CoA:1-acyl-sn-glycerol-3-phosphate 2-O-acyltransferase,2.3.1.51,Early_vs_Mature_CD8SP
323,Glycerophospholipid metabolism,-1.5136334044659643,0.005546878471315002,0.02559875704750812,True,Mature_CD8SP,-1.4772709070921588,Abhd5; Agpat1; Agpat2; Agpat3; Agpat4; Agpat5; Lclat1; Mboat1; Mboat2,9,acyl-CoA:1-acyl-sn-glycerol-3-phosphate 2-O-acyltransferase,2.3.1.51,Early_vs_Mature_CD8SP
324,Glycerophospholipid metabolism,-1.5136334044659643,0.005546878471315002,0.02559875704750812,True,Mature_CD8SP,-1.4772709070921588,Abhd5; Agpat1; Agpat2; Agpat3; Agpat4; Agpat5; Lclat1; Mboat1; Mboat2,9,acyl-CoA:1-acyl-sn-glycerol-3-phosphate 2-O-acyltransferase,2.3.1.51,Early_vs_Mature_CD8SP
325,Glycerophospholipid metabolism,-1.5136334044659643,0.005546878471315002,0.02559875704750812,True,Mature_CD8SP,-1.4772709070921588,Abhd5; Agpat1; Agpat2; Agpat3; Agpat4; Agpat5; Lclat1; Mboat1; Mboat2,9,acyl-CoA:1-acyl-sn-glycerol-3-phosphate 2-O-acyltransferase,2.3.1.51,Early_vs_Mature_CD8SP
326,Glycerophospholipid metabolism,-1.514426053255807,0.005527421474924239,0.02559875704750812,True,Mature_CD8SP,-1.4772709070921588,Abhd5; Agpat1; Agpat2; Agpat3; Agpat4; Agpat5; Lclat1; Mboat1; Mboat2,9,acyl-CoA:1-acyl-sn-glycerol-3-phosphate 2-O-acyltransferase,2.3.1.51,Early_vs_Mature_CD8SP
327,Glycerophospholipid metabolism,-1.5136334044659643,0.005546878471315002,0.02559875704750812,True,Mature_CD8SP,-1.4772709070921588,Abhd5; Agpat1; Agpat2; Agpat3; Agpat4; Agpat5; Lclat1; Mboat1; Mboat2,9,acyl-CoA:1-acyl-sn-glycerol-3-phosphate 2-O-acyltransferase,2.3.1.51,Early_vs_Mature_CD8SP
328,Glycerophospholipid metabolism,-1.5301669238527709,0.005490274915064754,0.02559875704750812,True,Mature_CD8SP,-1.4772709070921588,Abhd5; Agpat1; Agpat2; Agpat3; Agpat4; Agpat5; Lclat1; Mboat1; Mboat2,9,acyl-CoA:1-acyl-sn-glycerol-3-phosphate 2-O-acyltransferase,2.3.1.51,Early_vs_Mature_CD8SP
